region,seed,team,record,wins,losses,win_pct,SRS,SOS,FG%,3P%,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Tm.,Opp.,Pace,ORtg,eFG%,TOV%,ORB%,FT/FGA,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,bt_rank,bt_Conf,bt_AdjOE,bt_oe Rank,bt_AdjDE,bt_de Rank,bt_Barthag,bt_rank.1,bt_proj. W,bt_Proj. L,bt_Pro Con W,bt_Pro Con L,bt_sos,bt_ncsos,bt_consos,bt_Proj. SOS,bt_Proj. Noncon SOS,bt_Proj. Con SOS,bt_elite SOS,bt_elite noncon SOS,bt_Opp OE,bt_Opp DE,bt_Opp Proj. OE,bt_Opp Proj DE,bt_Con Adj OE,bt_Con Adj DE,bt_Qual O,bt_Qual D,bt_Qual Barthag,bt_Qual Games,bt_FUN,bt_ConPF,bt_ConPA,bt_ConPoss,bt_ConOE,bt_ConDE,bt_ConSOSRemain,bt_Conf Win%,bt_WAB,bt_WAB Rk,bt_Fun Rk,bt_AdjTempo,pts_margin,SRS_sq,efg_above_avg
West,5,Wisconsin,24-10,24.0,10.0,0.7058823529411765,19.52,12.44,0.45,0.361,0.786,353,1207,543,193,105,304,584,2822,2581,68.8,118.8,0.545,11.1,29.4,0.251,0.319,0.526,0.582,50.5,57.3,8.1,8.5,21,B10,127.13359774006102,8,101.53224472215511,49,0.9299494837523784,21,24.85119622232835,10.148803777671649,14.0,6.0,0.7349315924971718,0.4978931720429608,0.8369909723877068,0.7339011216336324,0.4978931720429608,0.8369909723877068,0.6224518490998513,0.8309838841462547,117.2066253720362,103.16551640994206,117.16038783983556,103.28731803872692,129.45083491911933,102.37529277612104,125.40685644063473,101.71403361795213,0.9174411620527484,18.0,0.0278620974607677,1641.0,1555.0,1367.4625,1.200032907666572,1.137142700439683,0.0,0.7,5.34682443326012,19,109,68.68076092953832,241,381.0304,0.0019218750000000728
West,12,High Point,30-4,30.0,4.0,0.8823529411764706,6.76,-7.89,0.491,0.356,0.743,395,1237,554,370,130,318,634,3059,2389,71.8,124.5,0.566,11.1,33.1,0.322,0.433,0.42,0.603,51.5,53.6,15.1,11.4,92,BSth,115.58831170107558,74,107.42857344889732,149,0.6988651106439909,92,30.14880377767165,4.851196222328351,15.0,1.0,0.2782882412882259,0.2730730139619501,0.2825738988837103,0.2969071339338461,0.2730730139619501,0.2825738988837103,0.9328894304945802,0.947353033322882,103.19804073297018,112.51864718540452,103.94602688965298,112.17532210803525,114.62738673579176,107.77265002184096,0.0,0.0,0.0,0.0,0.0402003007743271,1382.0,1148.0,1147.0125,1.2048691709985724,1.0008609322043134,0.0,0.9375,-1.4551913978094968,64,84,69.87641730378432,670,45.697599999999994,0.02292187499999998
West,4,Arkansas,26-8,26.0,8.0,0.7647058823529411,22.43,12.57,0.5,0.389,0.747,375,1227,578,247,175,306,574,3058,2723,72.4,122.5,0.565,10.7,32.2,0.272,0.364,0.334,0.597,51.1,53.0,9.9,13.0,19,SEC,127.88074340177704,5,101.54169448156784,50,0.9341482632069528,19,26.89263657680892,8.107363423191082,13.0,5.0,0.7464012261302105,0.5789600521155337,0.8467200289148692,0.7430891432998015,0.5789600521155337,0.8467200289148692,0.6225211640293108,0.699899274876495,118.45378671654272,104.14246704683217,118.11760593950208,104.07680582111864,129.04759653513187,102.44832954014892,125.70256272445424,101.76863228605278,0.9190114382827276,16.0,0.074438363074334,1620.0,1506.0,1327.5249999999996,1.2203160015818917,1.1344419125816845,0.0,0.7222222222222222,7.485558437604004,9,29,70.9624039822431,335,503.1049,0.02192187499999998
West,13,Hawaii,24-8,24.0,8.0,0.75,4.85,-3.59,0.459,0.315,0.741,355,1257,439,212,130,431,571,2548,2231,72.1,109.6,0.522,16.1,32.3,0.318,0.429,0.401,0.566,54.5,51.1,9.1,10.1,118,BW,106.68745969103703,209,101.8443239843576,53,0.6304783356330015,118,24.10736342319108,8.892636576808918,14.0,6.0,0.3978567313750565,0.2678066089359966,0.4485381360450663,0.4141079899072868,0.2678066089359966,0.4485381360450663,0.8917367002420877,0.9348449192604258,105.7993998664346,109.7001182944719,106.51170127008388,109.4369433334386,107.80381782419842,103.86516557533186,0.0,0.0,0.0,0.0,0.0478291855625726,1578.0,1475.0,1461.9624999999996,1.0793710508990486,1.0089178073993008,0.0,0.7,-3.8430550544049833,86,71,69.56159977510887,317,23.522499999999997,-0.021078124999999948
West,6,BYU,23-11,23.0,11.0,0.6764705882352942,21.04,12.45,0.477,0.349,0.746,421,1302,459,245,151,369,536,2853,2561,70.5,118.7,0.547,13.0,34.6,0.255,0.342,0.398,0.58,52.8,45.4,10.2,11.9,33,B12,124.67027656617684,16,104.22474782209956,89,0.8869454360316745,33,23.56539146516585,11.434608534834153,9.0,9.0,0.7484795552440546,0.6045514503932494,0.8414867606294272,0.7516019640769247,0.6045514503932494,0.8414867606294272,0.6167617232285985,0.7401062248472191,115.89569184942997,101.94336349656764,116.10464706733563,102.0417436088368,124.98676688471772,107.67067976204731,125.65742632870368,102.91223457785134,0.9085745094223652,16.0,0.0826992327872366,1478.0,1483.0,1277.65,1.1568113333072438,1.160724768128987,0.0,0.5,4.492196682078393,22,21,69.76244746127469,292,442.68159999999995,0.003921875000000075
West,11,Texas,18-14,18.0,14.0,0.5625,16.17,10.3,0.486,0.353,0.752,384,1205,394,184,94,353,603,2681,2458,69.2,120.1,0.55,13.5,36.3,0.34,0.453,0.36,0.593,55.4,43.5,8.2,7.6,42,SEC,123.20912448533454,23,105.38666742450653,105,0.8577638645190658,42,19.43460853483415,14.565391465165847,9.0,9.0,0.6772930636781797,0.4102158633374149,0.8530581247652483,0.6834593098939792,0.4102158633374149,0.8530581247652483,0.6300986420174886,0.7715428941030885,116.30662508394552,105.055744951886,116.56006906670784,105.03056322217,126.35535543430348,106.69307607206795,124.59045920524063,104.20488724630894,0.8864256449843267,18.0,0.0049854427276524,1472.0,1455.0,1231.5875,1.1952053751763478,1.1814020522293385,0.0,0.5,-0.2599909654698455,49,160,67.02067345979273,223,261.4689000000001,0.006921875000000077
West,3,Gonzaga,30-3,30.0,3.0,0.9090909090909091,25.11,5.98,0.51,0.34,0.699,395,1317,605,281,122,319,555,2809,2178,70.4,120.5,0.563,11.7,34.8,0.217,0.311,0.31,0.585,55.4,56.7,12.1,11.4,11,WCC,120.30251172300304,37,93.90084523560992,9,0.945285400126241,11,30.93641039602075,3.0635896039792483,16.0,2.0,0.6286843419372186,0.6413163875955378,0.6111366759282114,0.6260716668960858,0.6413163875955378,0.6111366759282114,0.7527765667860363,0.7048401756218753,113.30504330134374,106.28171659207518,113.23228469674648,106.3705567203199,118.44948815590868,94.73030769358692,121.99503288824371,93.14696337564,0.9570048473164304,11.0,0.0787298812009597,1465.0,1177.0,1247.2875000000004,1.1745487708327067,0.9436477155427274,0.0,0.8888888888888888,7.3584320058613475,12,24,68.91813749264954,631,630.5120999999999,0.019921874999999978
West,14,Kennesaw St.,21-13,21.0,13.0,0.6176470588235294,0.13,-2.0,0.446,0.35,0.691,473,1371,485,241,180,404,680,2834,2586,72.4,114.2,0.522,13.7,36.6,0.301,0.436,0.434,0.557,53.3,51.6,9.7,14.3,145,CUSA,110.83125080873992,131,109.30228088740613,191,0.5398533938792475,145,21.06358960397925,13.936410396020753,10.0,10.0,0.4265192434732301,0.3028111312400389,0.4770388213445389,0.441341133631122,0.3028111312400389,0.4770388213445389,0.8754397055238986,0.8970017128227046,108.2960093791604,109.40732377201844,108.67121257412369,108.92274632075312,109.40771550015582,109.32218575844216,102.4759833821482,103.53986040387304,0.4703412822561357,1.0,0.014974102048809,1535.0,1522.0,1394.6499999999996,1.1006345678127132,1.0913132327107162,0.0,0.5,-7.920745335770141,154,134,71.25313117675273,248,0.016900000000000002,-0.021078124999999948
West,7,Miami (FL),25-8,25.0,8.0,0.7575757575757576,18.04,7.28,0.501,0.347,0.685,404,1231,531,260,112,370,510,2704,2349,69.3,118.2,0.556,13.7,37.0,0.257,0.375,0.317,0.581,55.6,53.7,11.4,10.0,35,ACC,121.020429388006,34,101.36245113158589,44,0.8847754945442394,35,25.570839721826744,8.429160278173256,13.0,5.0,0.6396456091032365,0.4104984782794811,0.771806702512151,0.6459016977486168,0.4104984782794811,0.771806702512151,0.7040209788052006,0.8333578081443374,113.1821726865462,105.74897543485504,113.37986451651452,105.66663923608384,121.59339037142634,102.11480146246151,120.47731874616564,100.76903392184224,0.8863763177475722,11.0,0.0744353656386092,1401.0,1312.0,1214.9125,1.1531694669369197,1.0799131624705485,0.0,0.7222222222222222,3.7912749113176423,28,30,67.91664494432756,355,325.4416,0.012921875000000083
West,10,Missouri,20-12,20.0,12.0,0.625,13.08,8.77,0.49,0.35,0.686,371,1139,452,213,111,396,564,2549,2411,68.4,115.6,0.553,15.3,35.5,0.291,0.425,0.36,0.582,52.6,50.6,9.7,10.4,46,SEC,119.90369492643828,40,102.94954465838028,68,0.8523526235558858,46,20.429160278173256,12.570839721826744,10.0,8.0,0.6777526879646004,0.4131350281928884,0.8570435230606862,0.684026106353614,0.4131350281928884,0.8570435230606862,0.6553810034911413,0.823497149567163,115.6885963197458,105.63727225327436,115.85016701921278,105.50773221896748,120.67659086444434,101.31499850807852,117.44946822837792,102.94334751829764,0.8199542797546842,14.0,0.0386092412877397,1388.0,1404.0,1231.9499999999996,1.1266691018304318,1.1396566419091687,0.0,0.5555555555555556,1.1230348671656822,42,88,66.37325168726622,138,171.0864,0.00992187500000008
West,2,Purdue,27-8,27.0,8.0,0.7714285714285715,25.64,14.13,0.499,0.379,0.743,395,1240,697,194,97,310,514,2858,2455,65.3,124.7,0.576,11.5,36.3,0.213,0.286,0.409,0.601,55.5,66.8,8.5,8.9,8,B10,133.2657439086656,1,100.14538550923189,36,0.963938635359956,8,27.971500049415457,8.028499950584548,13.0,7.0,0.7795805063051879,0.6209084082483053,0.8420375364025212,0.7701342233862501,0.6209084082483053,0.8420375364025212,0.5956089372748521,0.724136047606052,118.32051936424952,102.43006757483391,118.21680164318498,102.83576202106228,132.1400273464618,101.76022458206351,135.06759974180207,100.06037845163702,0.969231690613355,20.0,0.0030295904375853,1596.0,1455.0,1300.375,1.2273382678073632,1.1189080073055848,0.0,0.65,9.143874359823212,4,164,64.42460579280781,403,657.4096000000001,0.03292187499999999
West,15,Queens (N.C.),21-13,21.0,13.0,0.6176470588235294,-3.3,-4.97,0.482,0.36,0.739,348,1149,541,201,100,363,675,2886,2820,71.0,118.7,0.567,13.1,30.2,0.277,0.374,0.47,0.599,48.9,54.8,8.3,7.9,198,ASun,114.58668141768965,84,117.03506762667224,316,0.4395143218139627,198,21.028499950584543,13.971500049415452,13.0,5.0,0.3827810840961221,0.519996561698678,0.2758960719451673,0.3993855855618886,0.519996561698678,0.2758960719451673,0.8417315725212586,0.7191842753880647,108.63704457849234,113.19069639008325,109.36141808838182,112.80701077579477,114.18696919919256,116.0369788194718,109.96426757856548,122.88988153940863,0.2178854223607965,4.0,0.0492428506407216,1554.0,1424.0,1264.5625,1.228883507141798,1.1260811545494984,0.0,0.7222222222222222,-7.010477650203323,136,69,69.49114950809492,66,10.889999999999999,0.02392187499999998
South,1,Florida,26-7,26.0,7.0,0.7878787878787878,27.9,13.11,0.478,0.308,0.71,532,1499,549,221,167,394,586,2864,2376,72.5,119.8,0.535,13.5,43.2,0.277,0.391,0.371,0.568,59.5,54.0,9.2,12.4,4,SEC,126.03114163528738,11,92.19345058416056,4,0.9732825962584956,4,26.990141625658257,7.009858374341742,16.0,2.0,0.757719811414871,0.616152269393685,0.8421056176334157,0.7432623191576762,0.616152269393685,0.8421056176334157,0.6173358240464201,0.683326514197992,118.54553665439528,104.17505090305512,118.03551869590736,104.36212022444948,129.510524591506,91.65049400654613,127.69286645248935,92.9090229184442,0.9748415724409588,19.0,-0.0339098631149524,1613.0,1307.0,1303.2875,1.2376394310541612,1.0028485656464905,0.0,0.8888888888888888,8.480105204444332,7,253,70.38543100640098,488,778.41,-0.008078124999999936
South,16,Prairie View A&M,18-17,18.0,17.0,0.5142857142857142,-12.74,-9.93,0.443,0.334,0.753,352,1189,418,278,163,417,670,2761,2662,73.8,106.4,0.495,14.1,28.0,0.324,0.43,0.307,0.545,47.4,44.8,10.7,12.1,278,SWAC,101.20492610359167,304,110.53540778552232,215,0.2661650764221347,278,19.009858374341743,17.990141625658257,9.0,9.0,0.2961470974094358,0.4323580501957494,0.2089320733027413,0.31444805683811,0.4323580501957494,0.2089320733027413,0.8855169338747991,0.799241266458245,104.00030834049116,111.757211018747,104.66790934939142,111.16436979332134,99.80645749955046,112.74858204186802,100.63401268906806,113.2598598536626,0.2043643326447176,2.0,-0.0063749621337046,1385.0,1366.0,1318.0625000000002,1.050784769311015,1.036369671392669,0.0,0.5,-12.5654003125501,252,192,70.64562226342325,99,162.3076,-0.04807812499999997
South,8,Clemson,24-10,24.0,10.0,0.7058823529411765,16.99,9.57,0.453,0.341,0.726,316,1166,434,215,96,319,545,2521,2269,65.5,112.4,0.526,12.5,28.1,0.27,0.371,0.429,0.562,51.4,50.2,9.6,9.1,30,ACC,116.47146162319366,69,96.93542783389938,20,0.8920076156494571,30,24.45758918644327,10.542410813556732,12.0,6.0,0.6818376906405827,0.517913357652638,0.7659433848549193,0.688280338627401,0.517913357652638,0.7659433848549193,0.6788062438666738,0.767611207563885,114.58428407184915,105.08871004353954,114.79786482870784,104.9460368139778,114.82577724749189,95.88492843411804,117.8887175822305,94.25034158282988,0.9291395545900896,11.0,0.0350661836903648,1273.0,1199.0,1169.5374999999997,1.08846445710377,1.025191582142514,0.0,0.6666666666666666,3.108551370547918,31,93,64.26102006065533,252,288.66009999999994,-0.017078124999999944
South,9,Iowa,21-12,21.0,12.0,0.6363636363636364,19.0,9.76,0.491,0.357,0.77,291,971,506,235,66,320,582,2482,2177,63.4,118.2,0.566,13.4,30.1,0.266,0.345,0.416,0.6,50.8,58.0,11.2,6.7,26,B10,122.05961055253192,30,100.09514702254457,35,0.9073303699729682,26,21.54241081355673,12.45758918644327,10.0,10.0,0.6920944635088838,0.412224427271403,0.8367417153696138,0.697974262108887,0.412224427271403,0.8367417153696138,0.6402785053033784,0.8403299400363899,115.44421416795248,104.3804188657558,115.47442732872383,104.1614485408904,120.9075893306061,100.51312648183522,121.07212648847342,98.31026209099842,0.9164427389542246,15.0,-0.0203933037669026,1417.0,1395.0,1263.6374999999998,1.12136589805225,1.1039558417663295,0.0,0.5,1.9267353889895489,38,227,63.01359329063001,305,361.0,0.02292187499999998
South,5,Vanderbilt,26-8,26.0,8.0,0.7647058823529411,22.83,11.68,0.475,0.355,0.793,364,1201,557,277,156,323,657,2936,2557,70.8,121.1,0.553,11.6,31.2,0.303,0.382,0.436,0.596,50.3,56.2,11.4,12.6,10,SEC,127.40562888725808,7,99.26971517101217,29,0.9463259240968922,10,26.84250142527002,8.157498574729981,11.0,7.0,0.7382891452410685,0.5241054445257363,0.8577762906327602,0.7391158338160058,0.5241054445257363,0.8577762906327602,0.6312379621066192,0.804223556789438,117.1936034934092,104.08978973224824,117.07742757767932,104.0295841685686,125.20927567059444,100.74280078867106,130.45290557590587,102.11601476870358,0.9435546439732474,18.0,0.0225064479830996,1470.0,1410.0,1259.2750000000003,1.167338349447102,1.1196918862043634,0.0,0.6111111111111112,7.250851722520824,14,116,68.97104562897228,379,521.2089,0.00992187500000008
South,12,McNeese,28-5,28.0,5.0,0.8484848484848485,7.74,-2.06,0.468,0.319,0.747,418,1162,467,348,143,317,618,2641,2193,67.3,117.6,0.523,11.9,36.4,0.285,0.381,0.347,0.563,51.1,50.3,15.5,15.7,73,Slnd,113.12744655733384,97,101.98259489791216,56,0.7672232495676864,73,28.15749857472998,5.842501425270018,19.0,3.0,0.425763831257828,0.5039860752689267,0.3714272712078312,0.44107448104154,0.5039860752689267,0.3714272712078312,0.8506698040031188,0.7528582784546576,107.6157214955536,108.79747719070122,108.23415610092027,108.49973462812392,113.55156457473572,104.18310988044696,105.62546727462322,106.20309783374285,0.484325552944689,2.0,0.0899500045015193,1693.0,1414.0,1444.375,1.172133275638252,0.9789701427953268,0.0,0.8636363636363636,0.7024363815802477,43,17,66.1163242941319,448,59.9076,-0.020078124999999947
South,4,Nebraska,26-6,26.0,6.0,0.8125,21.54,10.48,0.465,0.353,0.75,281,1117,575,232,82,312,456,2473,2119,67.3,114.0,0.554,12.8,26.3,0.204,0.272,0.507,0.581,50.2,65.6,10.7,8.7,20,B10,117.13081144113536,64,93.38579410369178,7,0.9312050645110788,20,26.918322129629527,6.0816778703704735,15.0,5.0,0.6957273639997138,0.4155707512583722,0.8364029374375402,0.6911981516884839,0.4155707512583722,0.8364029374375402,0.6531355453388752,0.8832294185136881,116.31986350179888,104.71670754875804,116.14739705641922,104.84218620269796,119.6710899059573,91.50820878480998,119.62403521954982,93.78181825888544,0.9426164614413032,15.0,0.1053113595032918,1502.0,1324.0,1326.75,1.1320896928584887,0.997927265875259,0.0,0.75,7.437314712757659,10,9,66.80746034220213,354,463.97159999999997,0.01092187500000008
South,13,Troy,22-11,22.0,11.0,0.6666666666666666,-0.76,-4.57,0.449,0.335,0.738,420,1264,527,263,112,392,552,2649,2412,68.1,113.5,0.526,14.3,35.3,0.264,0.358,0.455,0.562,52.4,58.2,11.3,9.1,142,SB,110.62847081244568,134,108.85750311953996,176,0.5462633581815849,142,22.081677870370473,11.918322129629528,12.0,6.0,0.4054094847465346,0.478418992240222,0.3560630047393338,0.4208740606212405,0.478418992240222,0.3560630047393338,0.8781626964419854,0.8321641358917355,107.13874070676668,110.29042311720342,107.45099291723857,109.76215346064666,110.06088404990876,110.0442296079477,140.47324119896382,112.7312381618817,0.926226568716074,1.0,0.0497445143739786,1347.0,1252.0,1184.6249999999998,1.1370686926242484,1.05687453835602,0.0,0.6666666666666666,-6.1468341161454125,123,68,65.07184195653176,237,0.5776,-0.017078124999999944
South,6,North Carolina,24-8,24.0,8.0,0.75,19.39,10.92,0.473,0.345,0.684,345,1217,511,171,110,309,468,2553,2282,68.8,116.0,0.546,12.2,31.4,0.256,0.374,0.423,0.572,52.6,57.0,7.8,8.6,27,ACC,121.29077613592423,33,99.90319997607956,32,0.9029879599863329,27,24.635166598510008,8.36483340148999,12.0,6.0,0.7023262571567375,0.5332435469345213,0.8139036946087684,0.7065718526822591,0.5332435469345213,0.8139036946087684,0.6647845719224376,0.7855452623462368,115.21352275893294,103.96145175064883,115.33286745622142,103.93198548117182,122.99071346877196,102.2578672273382,121.27919874354974,102.3091900417836,0.8761104623750509,14.0,0.0788183904339286,1416.0,1376.0,1232.0,1.1493506493506491,1.1168831168831168,0.0,0.6666666666666666,4.860418884793739,21,23,67.97511760643324,271,375.9721,0.0029218750000000737
