season,round,round_num,team1,seed1,score1,team2,seed2,score2,winner,winner_idx,score_diff
2009,R32,2,Michigan,10.0,63.0,Oklahoma,2.0,73.0,Oklahoma,2.0,-10.0
2009,S16,3,UNC,1.0,98.0,Gonzaga,4.0,77.0,UNC,1.0,21.0
2009,S16,3,Syracuse,3.0,71.0,Oklahoma,2.0,84.0,Oklahoma,2.0,-13.0
2009,E8,4,UNC,1.0,72.0,Oklahoma,2.0,60.0,UNC,1.0,12.0
2009,R64,1,UConn,1.0,103.0,Chattanooga,16.0,47.0,UConn,1.0,56.0
2009,R64,1,BYU,8.0,66.0,Texas A&M,9.0,79.0,Texas A&M,2.0,-13.0
2009,R64,1,Purdue,5.0,61.0,Northern Iowa,12.0,56.0,Purdue,1.0,5.0
2009,R64,1,Washington,4.0,71.0,Mississippi State,13.0,58.0,Washington,1.0,13.0
2009,R64,1,Marquette,6.0,58.0,Utah State,11.0,57.0,Marquette,1.0,1.0
2009,R64,1,Missouri,3.0,78.0,Cornell,14.0,59.0,Missouri,1.0,19.0
2009,R64,1,California,7.0,71.0,Maryland,10.0,84.0,Maryland,2.0,-13.0
2009,R64,1,Memphis,2.0,81.0,Cal State Northridge,15.0,70.0,Memphis,1.0,11.0
2009,R32,2,UConn,1.0,92.0,Texas A&M,9.0,66.0,UConn,1.0,26.0
2009,R32,2,Purdue,5.0,76.0,Washington,4.0,74.0,Purdue,1.0,2.0
2009,R32,2,Marquette,6.0,79.0,Missouri,3.0,83.0,Missouri,2.0,-4.0
2009,R32,2,Maryland,10.0,70.0,Memphis,2.0,89.0,Memphis,2.0,-19.0
2009,S16,3,UConn,1.0,72.0,Purdue,5.0,60.0,UConn,1.0,12.0
2009,S16,3,Missouri,3.0,102.0,Memphis,2.0,91.0,Missouri,1.0,11.0
2009,E8,4,UConn,1.0,82.0,Missouri,3.0,75.0,UConn,1.0,7.0
2009,F4,5,Villanova,3.0,69.0,UNC,1.0,83.0,UNC,2.0,-14.0
2009,F4,5,Michigan State,2.0,82.0,UConn,1.0,73.0,Michigan State,1.0,9.0
2009,Championship,6,UNC,1.0,89.0,Michigan State,2.0,72.0,UNC,1.0,17.0
2010,R64,1,Kentucky,1.0,100.0,ETSU,16.0,71.0,Kentucky,1.0,29.0
2010,R64,1,Texas,8.0,80.0,Wake Forest,9.0,81.0,Wake Forest,2.0,-1.0
2010,R64,1,Temple,5.0,65.0,Cornell,12.0,78.0,Cornell,2.0,-13.0
2010,R64,1,Wisconsin,4.0,53.0,Wofford,13.0,49.0,Wisconsin,1.0,4.0
2010,R64,1,Marquette,6.0,78.0,Washington,11.0,80.0,Washington,2.0,-2.0
2010,R64,1,New Mexico,3.0,62.0,Montana,14.0,57.0,New Mexico,1.0,5.0
2010,R64,1,Clemson,7.0,78.0,Missouri,10.0,86.0,Missouri,2.0,-8.0
2010,R64,1,West Virginia,2.0,77.0,Morgan State,15.0,50.0,West Virginia,1.0,27.0
2010,R32,2,Kentucky,1.0,90.0,Wake Forest,9.0,60.0,Kentucky,1.0,30.0
2010,R32,2,Cornell,12.0,87.0,Wisconsin,4.0,69.0,Cornell,1.0,18.0
2010,R32,2,Washington,11.0,82.0,New Mexico,3.0,64.0,Washington,1.0,18.0
2010,R32,2,Missouri,10.0,59.0,West Virginia,2.0,68.0,West Virginia,2.0,-9.0
2010,S16,3,Kentucky,1.0,62.0,Cornell,12.0,45.0,Kentucky,1.0,17.0
2010,S16,3,Washington,11.0,56.0,West Virginia,2.0,69.0,West Virginia,2.0,-13.0
2010,E8,4,Kentucky,1.0,66.0,West Virginia,2.0,73.0,West Virginia,2.0,-7.0
2010,R64,1,Kansas,1.0,90.0,Lehigh,16.0,74.0,Kansas,1.0,16.0
2010,R64,1,UNLV,8.0,66.0,Northern Iowa,9.0,69.0,Northern Iowa,2.0,-3.0
2010,R64,1,Michigan State,5.0,70.0,New Mexico State,12.0,67.0,Michigan State,1.0,3.0
2010,R64,1,Maryland,4.0,89.0,Houston,13.0,77.0,Maryland,1.0,12.0
2010,R64,1,Tennessee,6.0,62.0,San Diego State,11.0,59.0,Tennessee,1.0,3.0
2010,R64,1,Georgetown,3.0,83.0,Ohio,14.0,97.0,Ohio,2.0,-14.0
2010,R64,1,Oklahoma State,7.0,59.0,Georgia Tech,10.0,64.0,Georgia Tech,2.0,-5.0
2010,R64,1,Ohio State,2.0,68.0,UC Santa Barbara,15.0,51.0,Ohio State,1.0,17.0
2010,R32,2,Kansas,1.0,67.0,Northern Iowa,9.0,69.0,Northern Iowa,2.0,-2.0
2010,R32,2,Michigan State,5.0,85.0,Maryland,4.0,83.0,Michigan State,1.0,2.0
2010,R32,2,Tennessee,6.0,83.0,Ohio,14.0,68.0,Tennessee,1.0,15.0
2010,R32,2,Georgia Tech,10.0,66.0,Ohio State,2.0,75.0,Ohio State,2.0,-9.0
2010,S16,3,Northern Iowa,9.0,52.0,Michigan State,5.0,59.0,Michigan State,2.0,-7.0
2010,S16,3,Tennessee,6.0,76.0,Ohio State,2.0,73.0,Tennessee,1.0,3.0
2010,E8,4,Michigan State,5.0,70.0,Tennessee,6.0,69.0,Michigan State,1.0,1.0
2010,R64,1,Duke,1.0,73.0,Arkansas-Pine Bluff,16.0,44.0,Duke,1.0,29.0
2010,R64,1,California,8.0,77.0,Louisville,9.0,62.0,California,1.0,15.0
2010,R64,1,Texas A&M,5.0,69.0,Utah State,12.0,53.0,Texas A&M,1.0,16.0
2010,R64,1,Purdue,4.0,72.0,Siena,13.0,64.0,Purdue,1.0,8.0
2010,R64,1,Notre Dame,6.0,50.0,Old Dominion,11.0,51.0,Old Dominion,2.0,-1.0
2010,R64,1,Baylor,3.0,68.0,Sam Houston,14.0,59.0,Baylor,1.0,9.0
2010,R64,1,Richmond,7.0,71.0,Saint Mary's,10.0,80.0,Saint Mary's,2.0,-9.0
2010,R64,1,Villanova,2.0,73.0,Robert Morris,15.0,70.0,Villanova,1.0,3.0
2010,R32,2,Duke,1.0,68.0,California,8.0,53.0,Duke,1.0,15.0
2010,R32,2,Texas A&M,5.0,61.0,Purdue,4.0,63.0,Purdue,2.0,-2.0
2010,R32,2,Old Dominion,11.0,68.0,Baylor,3.0,76.0,Baylor,2.0,-8.0
2010,R32,2,Saint Mary's,10.0,75.0,Villanova,2.0,68.0,Saint Mary's,1.0,7.0
2010,S16,3,Duke,1.0,70.0,Purdue,4.0,57.0,Duke,1.0,13.0
2010,S16,3,Baylor,3.0,72.0,Saint Mary's,10.0,49.0,Baylor,1.0,23.0
2010,E8,4,Duke,1.0,78.0,Baylor,3.0,71.0,Duke,1.0,7.0
2010,R64,1,Syracuse,1.0,79.0,Vermont,16.0,56.0,Syracuse,1.0,23.0
2010,R64,1,Gonzaga,8.0,67.0,Florida State,9.0,60.0,Gonzaga,1.0,7.0
2010,R64,1,Butler,5.0,77.0,UTEP,12.0,59.0,Butler,1.0,18.0
2010,R64,1,Vanderbilt,4.0,65.0,Murray State,13.0,66.0,Murray State,2.0,-1.0
2010,R64,1,Xavier,6.0,65.0,Minnesota,11.0,54.0,Xavier,1.0,11.0
2010,R64,1,Pitt,3.0,89.0,Oakland,14.0,66.0,Pitt,1.0,23.0
2010,R64,1,BYU,7.0,99.0,Florida,10.0,92.0,BYU,1.0,7.0
2010,R64,1,Kansas State,2.0,82.0,North Texas,15.0,62.0,Kansas State,1.0,20.0
2010,R32,2,Syracuse,1.0,87.0,Gonzaga,8.0,65.0,Syracuse,1.0,22.0
2010,R32,2,Butler,5.0,54.0,Murray State,13.0,52.0,Butler,1.0,2.0
2010,R32,2,Xavier,6.0,71.0,Pitt,3.0,68.0,Xavier,1.0,3.0
2010,R32,2,BYU,7.0,72.0,Kansas State,2.0,84.0,Kansas State,2.0,-12.0
2010,S16,3,Syracuse,1.0,59.0,Butler,5.0,63.0,Butler,2.0,-4.0
2010,S16,3,Xavier,6.0,96.0,Kansas State,2.0,101.0,Kansas State,2.0,-5.0
2010,E8,4,Butler,5.0,63.0,Kansas State,2.0,56.0,Butler,1.0,7.0
2010,F4,5,West Virginia,2.0,57.0,Duke,1.0,78.0,Duke,2.0,-21.0
2010,F4,5,Michigan State,5.0,50.0,Butler,5.0,52.0,Butler,2.0,-2.0
2010,Championship,6,Duke,1.0,61.0,Butler,5.0,59.0,Duke,1.0,2.0
2011,R64,1,Ohio State,1.0,75.0,UTSA,16.0,46.0,Ohio State,1.0,29.0
2011,R64,1,George Mason,8.0,61.0,Villanova,9.0,57.0,George Mason,1.0,4.0
2011,R64,1,West Virginia,5.0,84.0,Clemson,12.0,76.0,West Virginia,1.0,8.0
2011,R64,1,Kentucky,4.0,59.0,Princeton,13.0,57.0,Kentucky,1.0,2.0
2011,R64,1,Xavier,6.0,55.0,Marquette,11.0,66.0,Marquette,2.0,-11.0
2011,R64,1,Syracuse,3.0,77.0,Indiana State,14.0,60.0,Syracuse,1.0,17.0
2011,R64,1,Washington,7.0,68.0,Georgia,10.0,65.0,Washington,1.0,3.0
2011,R64,1,UNC,2.0,102.0,LIU,15.0,87.0,UNC,1.0,15.0
2011,R32,2,Ohio State,1.0,98.0,George Mason,8.0,66.0,Ohio State,1.0,32.0
2011,R32,2,West Virginia,5.0,63.0,Kentucky,4.0,71.0,Kentucky,2.0,-8.0
2011,R32,2,Marquette,11.0,66.0,Syracuse,3.0,62.0,Marquette,1.0,4.0
2011,R32,2,Washington,7.0,83.0,UNC,2.0,86.0,UNC,2.0,-3.0
2011,S16,3,Ohio State,1.0,60.0,Kentucky,4.0,62.0,Kentucky,2.0,-2.0
2011,S16,3,Marquette,11.0,63.0,UNC,2.0,81.0,UNC,2.0,-18.0
2011,E8,4,Kentucky,4.0,76.0,UNC,2.0,69.0,Kentucky,1.0,7.0
2011,R64,1,Pitt,1.0,74.0,UNC Asheville,16.0,51.0,Pitt,1.0,23.0
2011,R64,1,Butler,8.0,60.0,Old Dominion,9.0,58.0,Butler,1.0,2.0
2011,R64,1,Kansas State,5.0,73.0,Utah State,12.0,68.0,Kansas State,1.0,5.0
2011,R64,1,Wisconsin,4.0,72.0,Belmont,13.0,58.0,Wisconsin,1.0,14.0
2011,R64,1,St. John's (NY),6.0,71.0,Gonzaga,11.0,86.0,Gonzaga,2.0,-15.0
2011,R64,1,BYU,3.0,74.0,Wofford,14.0,66.0,BYU,1.0,8.0
2011,R64,1,UCLA,7.0,78.0,Michigan State,10.0,76.0,UCLA,1.0,2.0
2011,R64,1,Florida,2.0,79.0,UC Santa Barbara,15.0,51.0,Florida,1.0,28.0
2011,R32,2,Pitt,1.0,70.0,Butler,8.0,71.0,Butler,2.0,-1.0
2011,R32,2,Kansas State,5.0,65.0,Wisconsin,4.0,70.0,Wisconsin,2.0,-5.0
2011,R32,2,Gonzaga,11.0,67.0,BYU,3.0,89.0,BYU,2.0,-22.0
2011,R32,2,UCLA,7.0,65.0,Florida,2.0,73.0,Florida,2.0,-8.0
2011,S16,3,Butler,8.0,61.0,Wisconsin,4.0,54.0,Butler,1.0,7.0
2011,S16,3,BYU,3.0,74.0,Florida,2.0,83.0,Florida,2.0,-9.0
2011,E8,4,Butler,8.0,74.0,Florida,2.0,71.0,Butler,1.0,3.0
2011,R64,1,Kansas,1.0,72.0,Boston University,16.0,53.0,Kansas,1.0,19.0
2011,R64,1,UNLV,8.0,62.0,Illinois,9.0,73.0,Illinois,2.0,-11.0
2011,R64,1,Vanderbilt,5.0,66.0,Richmond,12.0,69.0,Richmond,2.0,-3.0
2011,R64,1,Louisville,4.0,61.0,Morehead State,13.0,62.0,Morehead State,2.0,-1.0
2011,R64,1,Georgetown,6.0,56.0,VCU,11.0,74.0,VCU,2.0,-18.0
2011,R64,1,Purdue,3.0,65.0,Saint Peter's,14.0,43.0,Purdue,1.0,22.0
2011,R64,1,Texas A&M,7.0,50.0,Florida State,10.0,57.0,Florida State,2.0,-7.0
2011,R64,1,Notre Dame,2.0,69.0,Akron,15.0,56.0,Notre Dame,1.0,13.0
2011,R32,2,Kansas,1.0,73.0,Illinois,9.0,59.0,Kansas,1.0,14.0
2011,R32,2,Richmond,12.0,65.0,Morehead State,13.0,48.0,Richmond,1.0,17.0
2011,R32,2,VCU,11.0,94.0,Purdue,3.0,76.0,VCU,1.0,18.0
2011,R32,2,Florida State,10.0,71.0,Notre Dame,2.0,57.0,Florida State,1.0,14.0
2011,S16,3,Kansas,1.0,77.0,Richmond,12.0,57.0,Kansas,1.0,20.0
2011,S16,3,VCU,11.0,72.0,Florida State,10.0,71.0,VCU,1.0,1.0
2011,E8,4,Kansas,1.0,61.0,VCU,11.0,71.0,VCU,2.0,-10.0
2011,R64,1,Duke,1.0,87.0,Hampton,16.0,45.0,Duke,1.0,42.0
2011,R64,1,Michigan,8.0,75.0,Tennessee,9.0,45.0,Michigan,1.0,30.0
2011,R64,1,Arizona,5.0,77.0,Memphis,12.0,75.0,Arizona,1.0,2.0
2011,R64,1,Texas,4.0,85.0,Oakland,13.0,81.0,Texas,1.0,4.0
2011,R64,1,Cincinnati,6.0,78.0,Missouri,11.0,63.0,Cincinnati,1.0,15.0
2011,R64,1,UConn,3.0,81.0,Bucknell,14.0,52.0,UConn,1.0,29.0
2011,R64,1,Temple,7.0,66.0,Penn State,10.0,64.0,Temple,1.0,2.0
2011,R64,1,San Diego State,2.0,68.0,Northern Colorado,15.0,50.0,San Diego State,1.0,18.0
2011,R32,2,Duke,1.0,73.0,Michigan,8.0,71.0,Duke,1.0,2.0
2011,R32,2,Arizona,5.0,70.0,Texas,4.0,69.0,Arizona,1.0,1.0
2011,R32,2,Cincinnati,6.0,58.0,UConn,3.0,69.0,UConn,2.0,-11.0
2011,R32,2,Temple,7.0,64.0,San Diego State,2.0,71.0,San Diego State,2.0,-7.0
2011,S16,3,Duke,1.0,77.0,Arizona,5.0,93.0,Arizona,2.0,-16.0
2011,S16,3,UConn,3.0,74.0,San Diego State,2.0,67.0,UConn,1.0,7.0
2011,E8,4,Arizona,5.0,63.0,UConn,3.0,65.0,UConn,2.0,-2.0
2011,F4,5,Kentucky,4.0,55.0,UConn,3.0,56.0,UConn,2.0,-1.0
2011,F4,5,Butler,8.0,70.0,VCU,11.0,62.0,Butler,1.0,8.0
2011,Championship,6,UConn,3.0,53.0,Butler,8.0,41.0,UConn,1.0,12.0
2012,R64,1,Syracuse,1.0,72.0,UNC Asheville,16.0,65.0,Syracuse,1.0,7.0
2012,R64,1,Kansas State,8.0,70.0,Southern Miss,9.0,64.0,Kansas State,1.0,6.0
2012,R64,1,Vanderbilt,5.0,79.0,Harvard,12.0,70.0,Vanderbilt,1.0,9.0
2012,R64,1,Wisconsin,4.0,73.0,Montana,13.0,49.0,Wisconsin,1.0,24.0
2012,R64,1,Cincinnati,6.0,65.0,Texas,11.0,59.0,Cincinnati,1.0,6.0
2012,R64,1,Florida State,3.0,66.0,St. Bonaventure,14.0,63.0,Florida State,1.0,3.0
2012,R64,1,Gonzaga,7.0,77.0,West Virginia,10.0,54.0,Gonzaga,1.0,23.0
2012,R64,1,Ohio State,2.0,78.0,Loyola (MD),15.0,59.0,Ohio State,1.0,19.0
2012,R32,2,Syracuse,1.0,75.0,Kansas State,8.0,59.0,Syracuse,1.0,16.0
2012,R32,2,Vanderbilt,5.0,57.0,Wisconsin,4.0,60.0,Wisconsin,2.0,-3.0
2012,R32,2,Cincinnati,6.0,62.0,Florida State,3.0,56.0,Cincinnati,1.0,6.0
2012,R32,2,Gonzaga,7.0,66.0,Ohio State,2.0,73.0,Ohio State,2.0,-7.0
2012,S16,3,Syracuse,1.0,64.0,Wisconsin,4.0,63.0,Syracuse,1.0,1.0
2012,S16,3,Cincinnati,6.0,66.0,Ohio State,2.0,81.0,Ohio State,2.0,-15.0
2012,E8,4,Syracuse,1.0,70.0,Ohio State,2.0,77.0,Ohio State,2.0,-7.0
2012,R64,1,UNC,1.0,77.0,Vermont,16.0,58.0,UNC,1.0,19.0
2012,R64,1,Creighton,8.0,58.0,Alabama,9.0,57.0,Creighton,1.0,1.0
2012,R64,1,Temple,5.0,44.0,South Florida,12.0,58.0,South Florida,2.0,-14.0
2012,R64,1,Michigan,4.0,60.0,Ohio,13.0,65.0,Ohio,2.0,-5.0
2012,R64,1,San Diego State,6.0,65.0,NC State,11.0,79.0,NC State,2.0,-14.0
2012,R64,1,Georgetown,3.0,74.0,Belmont,14.0,59.0,Georgetown,1.0,15.0
2012,R64,1,Saint Mary's,7.0,69.0,Purdue,10.0,72.0,Purdue,2.0,-3.0
2012,R64,1,Kansas,2.0,65.0,Detroit Mercy,15.0,50.0,Kansas,1.0,15.0
2012,R32,2,UNC,1.0,87.0,Creighton,8.0,73.0,UNC,1.0,14.0
2012,R32,2,South Florida,12.0,56.0,Ohio,13.0,62.0,Ohio,2.0,-6.0
2012,R32,2,NC State,11.0,66.0,Georgetown,3.0,63.0,NC State,1.0,3.0
2012,R32,2,Purdue,10.0,60.0,Kansas,2.0,63.0,Kansas,2.0,-3.0
2012,S16,3,UNC,1.0,73.0,Ohio,13.0,65.0,UNC,1.0,8.0
2012,S16,3,NC State,11.0,57.0,Kansas,2.0,60.0,Kansas,2.0,-3.0
2012,E8,4,UNC,1.0,67.0,Kansas,2.0,80.0,Kansas,2.0,-13.0
2012,R64,1,Kentucky,1.0,81.0,Western Kentucky,16.0,66.0,Kentucky,1.0,15.0
2012,R64,1,Iowa State,8.0,77.0,UConn,9.0,64.0,Iowa State,1.0,13.0
2012,R64,1,Wichita State,5.0,59.0,VCU,12.0,62.0,VCU,2.0,-3.0
2012,R64,1,Indiana,4.0,79.0,New Mexico State,13.0,66.0,Indiana,1.0,13.0
2012,R64,1,UNLV,6.0,64.0,Colorado,11.0,68.0,Colorado,2.0,-4.0
2012,R64,1,Baylor,3.0,68.0,South Dakota State,14.0,60.0,Baylor,1.0,8.0
2012,R64,1,Notre Dame,7.0,63.0,Xavier,10.0,67.0,Xavier,2.0,-4.0
2012,R64,1,Duke,2.0,70.0,Lehigh,15.0,75.0,Lehigh,2.0,-5.0
2012,R32,2,Kentucky,1.0,87.0,Iowa State,8.0,71.0,Kentucky,1.0,16.0
2012,R32,2,VCU,12.0,61.0,Indiana,4.0,63.0,Indiana,2.0,-2.0
2012,R32,2,Colorado,11.0,63.0,Baylor,3.0,80.0,Baylor,2.0,-17.0
2012,R32,2,Xavier,10.0,70.0,Lehigh,15.0,58.0,Xavier,1.0,12.0
2012,S16,3,Kentucky,1.0,102.0,Indiana,4.0,90.0,Kentucky,1.0,12.0
2012,S16,3,Baylor,3.0,75.0,Xavier,10.0,70.0,Baylor,1.0,5.0
2012,E8,4,Kentucky,1.0,82.0,Baylor,3.0,70.0,Kentucky,1.0,12.0
2012,R64,1,Michigan State,1.0,89.0,LIU,16.0,67.0,Michigan State,1.0,22.0
2012,R64,1,Memphis,8.0,54.0,Saint Louis,9.0,61.0,Saint Louis,2.0,-7.0
2012,R64,1,New Mexico,5.0,75.0,Long Beach State,12.0,68.0,New Mexico,1.0,7.0
2012,R64,1,Louisville,4.0,69.0,Davidson,13.0,62.0,Louisville,1.0,7.0
2012,R64,1,Murray State,6.0,58.0,Colorado State,11.0,41.0,Murray State,1.0,17.0
2012,R64,1,Marquette,3.0,88.0,BYU,14.0,68.0,Marquette,1.0,20.0
2012,R64,1,Florida,7.0,71.0,Virginia,10.0,45.0,Florida,1.0,26.0
2012,R64,1,Missouri,2.0,84.0,Norfolk State,15.0,86.0,Norfolk State,2.0,-2.0
2012,R32,2,Michigan State,1.0,65.0,Saint Louis,9.0,61.0,Michigan State,1.0,4.0
2012,R32,2,New Mexico,5.0,56.0,Louisville,4.0,59.0,Louisville,2.0,-3.0
2012,R32,2,Murray State,6.0,53.0,Marquette,3.0,62.0,Marquette,2.0,-9.0
2012,R32,2,Florida,7.0,84.0,Norfolk State,15.0,50.0,Florida,1.0,34.0
2012,S16,3,Michigan State,1.0,44.0,Louisville,4.0,57.0,Louisville,2.0,-13.0
2012,S16,3,Marquette,3.0,58.0,Florida,7.0,68.0,Florida,2.0,-10.0
2012,E8,4,Louisville,4.0,72.0,Florida,7.0,68.0,Louisville,1.0,4.0
2012,F4,5,Ohio State,2.0,62.0,Kansas,2.0,64.0,Kansas,2.0,-2.0
2012,F4,5,Kentucky,1.0,69.0,Louisville,4.0,61.0,Kentucky,1.0,8.0
2012,Championship,6,Kansas,2.0,59.0,Kentucky,1.0,67.0,Kentucky,2.0,-8.0
2013,R64,1,Indiana,1.0,83.0,James Madison,16.0,62.0,Indiana,1.0,21.0
2013,R64,1,NC State,8.0,72.0,Temple,9.0,76.0,Temple,2.0,-4.0
2013,R64,1,UNLV,5.0,61.0,California,12.0,64.0,California,2.0,-3.0
2013,R64,1,Syracuse,4.0,81.0,Montana,13.0,34.0,Syracuse,1.0,47.0
2013,R64,1,Butler,6.0,68.0,Bucknell,11.0,56.0,Butler,1.0,12.0
2013,R64,1,Marquette,3.0,59.0,Davidson,14.0,58.0,Marquette,1.0,1.0
2013,R64,1,Illinois,7.0,57.0,Colorado,10.0,49.0,Illinois,1.0,8.0
2013,R64,1,Miami (FL),2.0,78.0,Pacific,15.0,49.0,Miami (FL),1.0,29.0
2013,R32,2,Indiana,1.0,58.0,Temple,9.0,52.0,Indiana,1.0,6.0
2013,R32,2,California,12.0,60.0,Syracuse,4.0,66.0,Syracuse,2.0,-6.0
2013,R32,2,Butler,6.0,72.0,Marquette,3.0,74.0,Marquette,2.0,-2.0
2013,R32,2,Illinois,7.0,59.0,Miami (FL),2.0,63.0,Miami (FL),2.0,-4.0
2013,S16,3,Indiana,1.0,50.0,Syracuse,4.0,61.0,Syracuse,2.0,-11.0
2013,S16,3,Marquette,3.0,71.0,Miami (FL),2.0,61.0,Marquette,1.0,10.0
2013,E8,4,Syracuse,4.0,55.0,Marquette,3.0,39.0,Syracuse,1.0,16.0
2013,R64,1,Louisville,1.0,79.0,North Carolina A&T,16.0,48.0,Louisville,1.0,31.0
2013,R64,1,Colorado State,8.0,84.0,Missouri,9.0,72.0,Colorado State,1.0,12.0
2013,R64,1,Oklahoma State,5.0,55.0,Oregon,12.0,68.0,Oregon,2.0,-13.0
2013,R64,1,Saint Louis,4.0,64.0,New Mexico State,13.0,44.0,Saint Louis,1.0,20.0
2013,R64,1,Memphis,6.0,54.0,Saint Mary's,11.0,52.0,Memphis,1.0,2.0
2013,R64,1,Michigan State,3.0,65.0,Valparaiso,14.0,54.0,Michigan State,1.0,11.0
2013,R64,1,Creighton,7.0,67.0,Cincinnati,10.0,63.0,Creighton,1.0,4.0
2013,R64,1,Duke,2.0,73.0,Albany (NY),15.0,61.0,Duke,1.0,12.0
2013,R32,2,Louisville,1.0,82.0,Colorado State,8.0,56.0,Louisville,1.0,26.0
2013,R32,2,Oregon,12.0,74.0,Saint Louis,4.0,57.0,Oregon,1.0,17.0
2013,R32,2,Memphis,6.0,48.0,Michigan State,3.0,70.0,Michigan State,2.0,-22.0
2013,R32,2,Creighton,7.0,50.0,Duke,2.0,66.0,Duke,2.0,-16.0
2013,S16,3,Louisville,1.0,77.0,Oregon,12.0,69.0,Louisville,1.0,8.0
2013,S16,3,Michigan State,3.0,61.0,Duke,2.0,71.0,Duke,2.0,-10.0
2013,E8,4,Louisville,1.0,85.0,Duke,2.0,63.0,Louisville,1.0,22.0
2013,R64,1,Kansas,1.0,64.0,Western Kentucky,16.0,57.0,Kansas,1.0,7.0
