season,round,round_num,team1,seed1,score1,team2,seed2,score2,winner,winner_idx,score_diff
2022,R32,2,Saint Mary's,5.0,56.0,UCLA,4.0,72.0,UCLA,2.0,-16.0
2022,R32,2,Texas,6.0,71.0,Purdue,3.0,81.0,Purdue,2.0,-10.0
2022,R32,2,Murray State,7.0,60.0,Saint Peter's,15.0,70.0,Saint Peter's,2.0,-10.0
2022,S16,3,UNC,8.0,73.0,UCLA,4.0,66.0,UNC,1.0,7.0
2022,S16,3,Purdue,3.0,64.0,Saint Peter's,15.0,67.0,Saint Peter's,2.0,-3.0
2022,E8,4,UNC,8.0,69.0,Saint Peter's,15.0,49.0,UNC,1.0,20.0
2022,R64,1,Kansas,1.0,83.0,Texas Southern,16.0,56.0,Kansas,1.0,27.0
2022,R64,1,San Diego State,8.0,69.0,Creighton,9.0,72.0,Creighton,2.0,-3.0
2022,R64,1,Iowa,5.0,63.0,Richmond,12.0,67.0,Richmond,2.0,-4.0
2022,R64,1,Providence,4.0,66.0,South Dakota State,13.0,57.0,Providence,1.0,9.0
2022,R64,1,LSU,6.0,54.0,Iowa State,11.0,59.0,Iowa State,2.0,-5.0
2022,R64,1,Wisconsin,3.0,67.0,Colgate,14.0,60.0,Wisconsin,1.0,7.0
2022,R64,1,USC,7.0,66.0,Miami (FL),10.0,68.0,Miami (FL),2.0,-2.0
2022,R64,1,Auburn,2.0,80.0,Jacksonville State,15.0,61.0,Auburn,1.0,19.0
2022,R32,2,Kansas,1.0,79.0,Creighton,9.0,72.0,Kansas,1.0,7.0
2022,R32,2,Richmond,12.0,51.0,Providence,4.0,79.0,Providence,2.0,-28.0
2022,R32,2,Iowa State,11.0,54.0,Wisconsin,3.0,49.0,Iowa State,1.0,5.0
2022,R32,2,Miami (FL),10.0,79.0,Auburn,2.0,61.0,Miami (FL),1.0,18.0
2022,S16,3,Kansas,1.0,66.0,Providence,4.0,61.0,Kansas,1.0,5.0
2022,S16,3,Iowa State,11.0,56.0,Miami (FL),10.0,70.0,Miami (FL),2.0,-14.0
2022,E8,4,Kansas,1.0,76.0,Miami (FL),10.0,50.0,Kansas,1.0,26.0
2022,R64,1,Arizona,1.0,87.0,Wright State,16.0,70.0,Arizona,1.0,17.0
2022,R64,1,Seton Hall,8.0,42.0,TCU,9.0,69.0,TCU,2.0,-27.0
2022,R64,1,Houston,5.0,82.0,UAB,12.0,68.0,Houston,1.0,14.0
2022,R64,1,Illinois,4.0,54.0,Chattanooga,13.0,53.0,Illinois,1.0,1.0
2022,R64,1,Colorado State,6.0,63.0,Michigan,11.0,75.0,Michigan,2.0,-12.0
2022,R64,1,Tennessee,3.0,88.0,Longwood,14.0,56.0,Tennessee,1.0,32.0
2022,R64,1,Ohio State,7.0,54.0,Loyola (IL),10.0,41.0,Ohio State,1.0,13.0
2022,R64,1,Villanova,2.0,80.0,Delaware,15.0,60.0,Villanova,1.0,20.0
2022,R32,2,Arizona,1.0,85.0,TCU,9.0,80.0,Arizona,1.0,5.0
2022,R32,2,Houston,5.0,68.0,Illinois,4.0,53.0,Houston,1.0,15.0
2022,R32,2,Michigan,11.0,76.0,Tennessee,3.0,68.0,Michigan,1.0,8.0
2022,R32,2,Ohio State,7.0,61.0,Villanova,2.0,71.0,Villanova,2.0,-10.0
2022,S16,3,Arizona,1.0,60.0,Houston,5.0,72.0,Houston,2.0,-12.0
2022,S16,3,Michigan,11.0,55.0,Villanova,2.0,63.0,Villanova,2.0,-8.0
2022,E8,4,Houston,5.0,44.0,Villanova,2.0,50.0,Villanova,2.0,-6.0
2022,R64,1,Gonzaga,1.0,93.0,Georgia State,16.0,72.0,Gonzaga,1.0,21.0
2022,R64,1,Boise State,8.0,53.0,Memphis,9.0,64.0,Memphis,2.0,-11.0
2022,R64,1,UConn,5.0,63.0,New Mexico State,12.0,70.0,New Mexico State,2.0,-7.0
2022,R64,1,Arkansas,4.0,75.0,Vermont,13.0,71.0,Arkansas,1.0,4.0
2022,R64,1,Alabama,6.0,64.0,Notre Dame,11.0,78.0,Notre Dame,2.0,-14.0
2022,R64,1,Texas Tech,3.0,97.0,Montana State,14.0,62.0,Texas Tech,1.0,35.0
2022,R64,1,Michigan State,7.0,74.0,Davidson,10.0,73.0,Michigan State,1.0,1.0
2022,R64,1,Duke,2.0,78.0,Cal State Fullerton,15.0,61.0,Duke,1.0,17.0
2022,R32,2,Gonzaga,1.0,82.0,Memphis,9.0,78.0,Gonzaga,1.0,4.0
2022,R32,2,New Mexico State,12.0,48.0,Arkansas,4.0,53.0,Arkansas,2.0,-5.0
2022,R32,2,Notre Dame,11.0,53.0,Texas Tech,3.0,59.0,Texas Tech,2.0,-6.0
2022,R32,2,Michigan State,7.0,76.0,Duke,2.0,85.0,Duke,2.0,-9.0
2022,S16,3,Gonzaga,1.0,68.0,Arkansas,4.0,74.0,Arkansas,2.0,-6.0
2022,S16,3,Texas Tech,3.0,73.0,Duke,2.0,78.0,Duke,2.0,-5.0
2022,E8,4,Arkansas,4.0,69.0,Duke,2.0,78.0,Duke,2.0,-9.0
2022,F4,5,UNC,8.0,81.0,Duke,2.0,77.0,UNC,1.0,4.0
2022,F4,5,Kansas,1.0,81.0,Villanova,2.0,65.0,Kansas,1.0,16.0
2022,Championship,6,UNC,8.0,69.0,Kansas,1.0,72.0,Kansas,2.0,-3.0
2023,R64,1,Purdue,1.0,58.0,FDU,16.0,63.0,FDU,2.0,-5.0
2023,R64,1,Memphis,8.0,65.0,Florida Atlantic,9.0,66.0,Florida Atlantic,2.0,-1.0
2023,R64,1,Duke,5.0,74.0,Oral Roberts,12.0,51.0,Duke,1.0,23.0
2023,R64,1,Tennessee,4.0,58.0,Louisiana,13.0,55.0,Tennessee,1.0,3.0
2023,R64,1,Kentucky,6.0,61.0,Providence,11.0,53.0,Kentucky,1.0,8.0
2023,R64,1,Kansas State,3.0,77.0,Montana State,14.0,65.0,Kansas State,1.0,12.0
2023,R64,1,Michigan State,7.0,72.0,USC,10.0,62.0,Michigan State,1.0,10.0
2023,R64,1,Marquette,2.0,78.0,Vermont,15.0,61.0,Marquette,1.0,17.0
2023,R32,2,FDU,16.0,70.0,Florida Atlantic,9.0,78.0,Florida Atlantic,2.0,-8.0
2023,R32,2,Duke,5.0,52.0,Tennessee,4.0,65.0,Tennessee,2.0,-13.0
2023,R32,2,Kentucky,6.0,69.0,Kansas State,3.0,75.0,Kansas State,2.0,-6.0
2023,R32,2,Michigan State,7.0,69.0,Marquette,2.0,60.0,Michigan State,1.0,9.0
2023,S16,3,Florida Atlantic,9.0,62.0,Tennessee,4.0,55.0,Florida Atlantic,1.0,7.0
2023,S16,3,Kansas State,3.0,98.0,Michigan State,7.0,93.0,Kansas State,1.0,5.0
2023,E8,4,Florida Atlantic,9.0,79.0,Kansas State,3.0,76.0,Florida Atlantic,1.0,3.0
2023,R64,1,Houston,1.0,63.0,Northern Kentucky,16.0,52.0,Houston,1.0,11.0
2023,R64,1,Iowa,8.0,75.0,Auburn,9.0,83.0,Auburn,2.0,-8.0
2023,R64,1,Miami (FL),5.0,63.0,Drake,12.0,56.0,Miami (FL),1.0,7.0
2023,R64,1,Indiana,4.0,71.0,Kent State,13.0,60.0,Indiana,1.0,11.0
2023,R64,1,Iowa State,6.0,41.0,Pitt,11.0,59.0,Pitt,2.0,-18.0
2023,R64,1,Xavier,3.0,72.0,Kennesaw State,14.0,67.0,Xavier,1.0,5.0
2023,R64,1,Texas A&M,7.0,59.0,Penn State,10.0,76.0,Penn State,2.0,-17.0
2023,R64,1,Texas,2.0,81.0,Colgate,15.0,61.0,Texas,1.0,20.0
2023,R32,2,Houston,1.0,81.0,Auburn,9.0,64.0,Houston,1.0,17.0
2023,R32,2,Miami (FL),5.0,85.0,Indiana,4.0,69.0,Miami (FL),1.0,16.0
2023,R32,2,Pitt,11.0,73.0,Xavier,3.0,84.0,Xavier,2.0,-11.0
2023,R32,2,Penn State,10.0,66.0,Texas,2.0,71.0,Texas,2.0,-5.0
2023,S16,3,Houston,1.0,75.0,Miami (FL),5.0,89.0,Miami (FL),2.0,-14.0
2023,S16,3,Xavier,3.0,71.0,Texas,2.0,83.0,Texas,2.0,-12.0
2023,E8,4,Miami (FL),5.0,88.0,Texas,2.0,81.0,Miami (FL),1.0,7.0
2023,R64,1,Alabama,1.0,96.0,Texas A&M-Corpus Christi,16.0,75.0,Alabama,1.0,21.0
2023,R64,1,Maryland,8.0,67.0,West Virginia,9.0,65.0,Maryland,1.0,2.0
2023,R64,1,San Diego State,5.0,63.0,College of Charleston,12.0,57.0,San Diego State,1.0,6.0
2023,R64,1,Virginia,4.0,67.0,Furman,13.0,68.0,Furman,2.0,-1.0
2023,R64,1,Creighton,6.0,72.0,NC State,11.0,63.0,Creighton,1.0,9.0
2023,R64,1,Baylor,3.0,74.0,UC Santa Barbara,14.0,56.0,Baylor,1.0,18.0
2023,R64,1,Missouri,7.0,76.0,Utah State,10.0,65.0,Missouri,1.0,11.0
2023,R64,1,Arizona,2.0,55.0,Princeton,15.0,59.0,Princeton,2.0,-4.0
2023,R32,2,Alabama,1.0,73.0,Maryland,8.0,51.0,Alabama,1.0,22.0
2023,R32,2,San Diego State,5.0,75.0,Furman,13.0,52.0,San Diego State,1.0,23.0
2023,R32,2,Creighton,6.0,85.0,Baylor,3.0,76.0,Creighton,1.0,9.0
2023,R32,2,Missouri,7.0,63.0,Princeton,15.0,78.0,Princeton,2.0,-15.0
2023,S16,3,Alabama,1.0,64.0,San Diego State,5.0,71.0,San Diego State,2.0,-7.0
2023,S16,3,Creighton,6.0,86.0,Princeton,15.0,75.0,Creighton,1.0,11.0
2023,E8,4,San Diego State,5.0,57.0,Creighton,6.0,56.0,San Diego State,1.0,1.0
2023,R64,1,Kansas,1.0,96.0,Howard,16.0,68.0,Kansas,1.0,28.0
2023,R64,1,Arkansas,8.0,73.0,Illinois,9.0,63.0,Arkansas,1.0,10.0
2023,R64,1,Saint Mary's,5.0,63.0,VCU,12.0,51.0,Saint Mary's,1.0,12.0
2023,R64,1,UConn,4.0,87.0,Iona,13.0,63.0,UConn,1.0,24.0
2023,R64,1,TCU,6.0,72.0,Arizona State,11.0,70.0,TCU,1.0,2.0
2023,R64,1,Gonzaga,3.0,82.0,Grand Canyon,14.0,70.0,Gonzaga,1.0,12.0
2023,R64,1,Northwestern,7.0,75.0,Boise State,10.0,67.0,Northwestern,1.0,8.0
2023,R64,1,UCLA,2.0,86.0,UNC Asheville,15.0,53.0,UCLA,1.0,33.0
2023,R32,2,Kansas,1.0,71.0,Arkansas,8.0,72.0,Arkansas,2.0,-1.0
2023,R32,2,Saint Mary's,5.0,55.0,UConn,4.0,70.0,UConn,2.0,-15.0
2023,R32,2,TCU,6.0,81.0,Gonzaga,3.0,84.0,Gonzaga,2.0,-3.0
2023,R32,2,Northwestern,7.0,63.0,UCLA,2.0,68.0,UCLA,2.0,-5.0
2023,S16,3,Arkansas,8.0,65.0,UConn,4.0,88.0,UConn,2.0,-23.0
2023,S16,3,Gonzaga,3.0,79.0,UCLA,2.0,76.0,Gonzaga,1.0,3.0
2023,E8,4,UConn,4.0,82.0,Gonzaga,3.0,54.0,UConn,1.0,28.0
2023,F4,5,Florida Atlantic,9.0,71.0,San Diego State,5.0,72.0,San Diego State,2.0,-1.0
2023,F4,5,Miami (FL),5.0,59.0,UConn,4.0,72.0,UConn,2.0,-13.0
2023,Championship,6,San Diego State,5.0,59.0,UConn,4.0,76.0,UConn,2.0,-17.0
2024,R64,1,UConn,1.0,91.0,Stetson,16.0,52.0,UConn,1.0,39.0
2024,R64,1,Florida Atlantic,8.0,65.0,Northwestern,9.0,77.0,Northwestern,2.0,-12.0
2024,R64,1,San Diego State,5.0,69.0,UAB,12.0,65.0,San Diego State,1.0,4.0
2024,R64,1,Auburn,4.0,76.0,Yale,13.0,78.0,Yale,2.0,-2.0
2024,R64,1,BYU,6.0,67.0,Duquesne,11.0,71.0,Duquesne,2.0,-4.0
2024,R64,1,Illinois,3.0,85.0,Morehead State,14.0,69.0,Illinois,1.0,16.0
2024,R64,1,Washington State,7.0,66.0,Drake,10.0,61.0,Washington State,1.0,5.0
2024,R64,1,Iowa State,2.0,82.0,South Dakota State,15.0,65.0,Iowa State,1.0,17.0
2024,R32,2,UConn,1.0,75.0,Northwestern,9.0,58.0,UConn,1.0,17.0
2024,R32,2,San Diego State,5.0,85.0,Yale,13.0,57.0,San Diego State,1.0,28.0
2024,R32,2,Duquesne,11.0,63.0,Illinois,3.0,89.0,Illinois,2.0,-26.0
2024,R32,2,Washington State,7.0,56.0,Iowa State,2.0,67.0,Iowa State,2.0,-11.0
2024,S16,3,UConn,1.0,82.0,San Diego State,5.0,52.0,UConn,1.0,30.0
2024,S16,3,Illinois,3.0,72.0,Iowa State,2.0,69.0,Illinois,1.0,3.0
2024,E8,4,UConn,1.0,77.0,Illinois,3.0,52.0,UConn,1.0,25.0
2024,R64,1,Purdue,1.0,78.0,Grambling,16.0,50.0,Purdue,1.0,28.0
2024,R64,1,Utah State,8.0,88.0,TCU,9.0,72.0,Utah State,1.0,16.0
2024,R64,1,Gonzaga,5.0,86.0,McNeese,12.0,65.0,Gonzaga,1.0,21.0
2024,R64,1,Kansas,4.0,93.0,Samford,13.0,89.0,Kansas,1.0,4.0
2024,R64,1,South Carolina,6.0,73.0,Oregon,11.0,87.0,Oregon,2.0,-14.0
2024,R64,1,Creighton,3.0,77.0,Akron,14.0,60.0,Creighton,1.0,17.0
2024,R64,1,Texas,7.0,56.0,Colorado State,10.0,44.0,Texas,1.0,12.0
2024,R64,1,Tennessee,2.0,83.0,Saint Peter's,15.0,49.0,Tennessee,1.0,34.0
2024,R32,2,Purdue,1.0,106.0,Utah State,8.0,67.0,Purdue,1.0,39.0
2024,R32,2,Gonzaga,5.0,89.0,Kansas,4.0,68.0,Gonzaga,1.0,21.0
2024,R32,2,Oregon,11.0,73.0,Creighton,3.0,86.0,Creighton,2.0,-13.0
2024,R32,2,Texas,7.0,58.0,Tennessee,2.0,62.0,Tennessee,2.0,-4.0
2024,S16,3,Purdue,1.0,80.0,Gonzaga,5.0,68.0,Purdue,1.0,12.0
2024,S16,3,Creighton,3.0,75.0,Tennessee,2.0,82.0,Tennessee,2.0,-7.0
2024,E8,4,Purdue,1.0,72.0,Tennessee,2.0,66.0,Purdue,1.0,6.0
2024,R64,1,Houston,1.0,86.0,Longwood,16.0,46.0,Houston,1.0,40.0
2024,R64,1,Nebraska,8.0,83.0,Texas A&M,9.0,98.0,Texas A&M,2.0,-15.0
2024,R64,1,Wisconsin,5.0,61.0,James Madison,12.0,72.0,James Madison,2.0,-11.0
2024,R64,1,Duke,4.0,64.0,Vermont,13.0,47.0,Duke,1.0,17.0
2024,R64,1,Texas Tech,6.0,67.0,NC State,11.0,80.0,NC State,2.0,-13.0
2024,R64,1,Kentucky,3.0,76.0,Oakland,14.0,80.0,Oakland,2.0,-4.0
2024,R64,1,Florida,7.0,100.0,Colorado,10.0,102.0,Colorado,2.0,-2.0
2024,R64,1,Marquette,2.0,87.0,Western Kentucky,15.0,69.0,Marquette,1.0,18.0
2024,R32,2,Houston,1.0,100.0,Texas A&M,9.0,95.0,Houston,1.0,5.0
2024,R32,2,James Madison,12.0,55.0,Duke,4.0,93.0,Duke,2.0,-38.0
2024,R32,2,NC State,11.0,79.0,Oakland,14.0,73.0,NC State,1.0,6.0
2024,R32,2,Colorado,10.0,77.0,Marquette,2.0,81.0,Marquette,2.0,-4.0
2024,S16,3,Houston,1.0,51.0,Duke,4.0,54.0,Duke,2.0,-3.0
2024,S16,3,NC State,11.0,67.0,Marquette,2.0,58.0,NC State,1.0,9.0
2024,E8,4,Duke,4.0,64.0,NC State,11.0,76.0,NC State,2.0,-12.0
2024,R64,1,UNC,1.0,90.0,Wagner,16.0,62.0,UNC,1.0,28.0
2024,R64,1,Mississippi State,8.0,51.0,Michigan State,9.0,69.0,Michigan State,2.0,-18.0
2024,R64,1,Saint Mary's,5.0,66.0,Grand Canyon,12.0,75.0,Grand Canyon,2.0,-9.0
2024,R64,1,Alabama,4.0,109.0,College of Charleston,13.0,96.0,Alabama,1.0,13.0
2024,R64,1,Clemson,6.0,77.0,New Mexico,11.0,56.0,Clemson,1.0,21.0
2024,R64,1,Baylor,3.0,92.0,Colgate,14.0,67.0,Baylor,1.0,25.0
2024,R64,1,Dayton,7.0,63.0,Nevada,10.0,60.0,Dayton,1.0,3.0
2024,R64,1,Arizona,2.0,85.0,Long Beach State,15.0,65.0,Arizona,1.0,20.0
2024,R32,2,UNC,1.0,85.0,Michigan State,9.0,69.0,UNC,1.0,16.0
2024,R32,2,Grand Canyon,12.0,61.0,Alabama,4.0,72.0,Alabama,2.0,-11.0
2024,R32,2,Clemson,6.0,72.0,Baylor,3.0,64.0,Clemson,1.0,8.0
2024,R32,2,Dayton,7.0,68.0,Arizona,2.0,78.0,Arizona,2.0,-10.0
2024,S16,3,UNC,1.0,87.0,Alabama,4.0,89.0,Alabama,2.0,-2.0
2024,S16,3,Clemson,6.0,77.0,Arizona,2.0,72.0,Clemson,1.0,5.0
2024,E8,4,Alabama,4.0,89.0,Clemson,6.0,82.0,Alabama,1.0,7.0
2024,F4,5,UConn,1.0,86.0,Alabama,4.0,72.0,UConn,1.0,14.0
2024,F4,5,Purdue,1.0,63.0,NC State,11.0,50.0,Purdue,1.0,13.0
2024,Championship,6,UConn,1.0,75.0,Purdue,1.0,60.0,UConn,1.0,15.0
2025,R64,1,Duke,1.0,93.0,Mount St. Mary's,16.0,49.0,Duke,1.0,44.0
2025,R64,1,Mississippi State,8.0,72.0,Baylor,9.0,75.0,Baylor,2.0,-3.0
2025,R64,1,Oregon,5.0,81.0,Liberty,12.0,52.0,Oregon,1.0,29.0
2025,R64,1,Arizona,4.0,93.0,Akron,13.0,65.0,Arizona,1.0,28.0
2025,R64,1,BYU,6.0,80.0,VCU,11.0,71.0,BYU,1.0,9.0
2025,R64,1,Wisconsin,3.0,85.0,Montana,14.0,66.0,Wisconsin,1.0,19.0
2025,R64,1,Saint Mary's,7.0,59.0,Vanderbilt,10.0,56.0,Saint Mary's,1.0,3.0
2025,R64,1,Alabama,2.0,90.0,Robert Morris,15.0,81.0,Alabama,1.0,9.0
2025,R32,2,Duke,1.0,89.0,Baylor,9.0,66.0,Duke,1.0,23.0
2025,R32,2,Oregon,5.0,83.0,Arizona,4.0,87.0,Arizona,2.0,-4.0
2025,R32,2,BYU,6.0,91.0,Wisconsin,3.0,89.0,BYU,1.0,2.0
2025,R32,2,Saint Mary's,7.0,66.0,Alabama,2.0,80.0,Alabama,2.0,-14.0
2025,S16,3,Duke,1.0,100.0,Arizona,4.0,93.0,Duke,1.0,7.0
2025,S16,3,BYU,6.0,88.0,Alabama,2.0,113.0,Alabama,2.0,-25.0
2025,E8,4,Duke,1.0,85.0,Alabama,2.0,65.0,Duke,1.0,20.0
2025,R64,1,Houston,1.0,78.0,SIU-Edwardsville,16.0,40.0,Houston,1.0,38.0
2025,R64,1,Gonzaga,8.0,89.0,Georgia,9.0,68.0,Gonzaga,1.0,21.0
2025,R64,1,Clemson,5.0,67.0,McNeese,12.0,69.0,McNeese,2.0,-2.0
2025,R64,1,Purdue,4.0,75.0,High Point,13.0,63.0,Purdue,1.0,12.0
2025,R64,1,Illinois,6.0,86.0,Xavier,11.0,73.0,Illinois,1.0,13.0
2025,R64,1,Kentucky,3.0,76.0,Troy,14.0,57.0,Kentucky,1.0,19.0
2025,R64,1,UCLA,7.0,72.0,Utah State,10.0,47.0,UCLA,1.0,25.0
2025,R64,1,Tennessee,2.0,77.0,Wofford,15.0,62.0,Tennessee,1.0,15.0
2025,R32,2,Houston,1.0,81.0,Gonzaga,8.0,76.0,Houston,1.0,5.0
2025,R32,2,McNeese,12.0,62.0,Purdue,4.0,76.0,Purdue,2.0,-14.0
2025,R32,2,Illinois,6.0,75.0,Kentucky,3.0,84.0,Kentucky,2.0,-9.0
2025,R32,2,UCLA,7.0,58.0,Tennessee,2.0,67.0,Tennessee,2.0,-9.0
2025,S16,3,Houston,1.0,62.0,Purdue,4.0,60.0,Houston,1.0,2.0
2025,S16,3,Kentucky,3.0,65.0,Tennessee,2.0,78.0,Tennessee,2.0,-13.0
2025,E8,4,Houston,1.0,69.0,Tennessee,2.0,50.0,Houston,1.0,19.0
2025,R64,1,Auburn,1.0,83.0,Alabama State,16.0,63.0,Auburn,1.0,20.0
2025,R64,1,Louisville,8.0,75.0,Creighton,9.0,89.0,Creighton,2.0,-14.0
2025,R64,1,Michigan,5.0,68.0,UC San Diego,12.0,65.0,Michigan,1.0,3.0
2025,R64,1,Texas A&M,4.0,80.0,Yale,13.0,71.0,Texas A&M,1.0,9.0
2025,R64,1,Ole Miss,6.0,71.0,UNC,11.0,64.0,Ole Miss,1.0,7.0
2025,R64,1,Iowa State,3.0,82.0,Lipscomb,14.0,55.0,Iowa State,1.0,27.0
2025,R64,1,Marquette,7.0,66.0,New Mexico,10.0,75.0,New Mexico,2.0,-9.0
2025,R64,1,Michigan State,2.0,87.0,Bryant,15.0,62.0,Michigan State,1.0,25.0
2025,R32,2,Auburn,1.0,82.0,Creighton,9.0,70.0,Auburn,1.0,12.0
2025,R32,2,Michigan,5.0,91.0,Texas A&M,4.0,79.0,Michigan,1.0,12.0
2025,R32,2,Ole Miss,6.0,91.0,Iowa State,3.0,78.0,Ole Miss,1.0,13.0
2025,R32,2,New Mexico,10.0,63.0,Michigan State,2.0,71.0,Michigan State,2.0,-8.0
2025,S16,3,Auburn,1.0,78.0,Michigan,5.0,65.0,Auburn,1.0,13.0
2025,S16,3,Ole Miss,6.0,70.0,Michigan State,2.0,73.0,Michigan State,2.0,-3.0
2025,E8,4,Auburn,1.0,70.0,Michigan State,2.0,64.0,Auburn,1.0,6.0
2025,R64,1,Florida,1.0,95.0,Norfolk State,16.0,69.0,Florida,1.0,26.0
2025,R64,1,UConn,8.0,67.0,Oklahoma,9.0,59.0,UConn,1.0,8.0
2025,R64,1,Memphis,5.0,70.0,Colorado State,12.0,78.0,Colorado State,2.0,-8.0
2025,R64,1,Maryland,4.0,81.0,Grand Canyon,13.0,49.0,Maryland,1.0,32.0
2025,R64,1,Missouri,6.0,57.0,Drake,11.0,67.0,Drake,2.0,-10.0
2025,R64,1,Texas Tech,3.0,82.0,UNC Wilmington,14.0,72.0,Texas Tech,1.0,10.0
2025,R64,1,Kansas,7.0,72.0,Arkansas,10.0,79.0,Arkansas,2.0,-7.0
2025,R64,1,St. John's (NY),2.0,83.0,Omaha,15.0,53.0,St. John's (NY),1.0,30.0
2025,R32,2,Florida,1.0,77.0,UConn,8.0,75.0,Florida,1.0,2.0
2025,R32,2,Colorado State,12.0,71.0,Maryland,4.0,72.0,Maryland,2.0,-1.0
2025,R32,2,Drake,11.0,64.0,Texas Tech,3.0,77.0,Texas Tech,2.0,-13.0
2025,R32,2,Arkansas,10.0,75.0,St. John's (NY),2.0,66.0,Arkansas,1.0,9.0
2025,S16,3,Florida,1.0,87.0,Maryland,4.0,71.0,Florida,1.0,16.0
2025,S16,3,Texas Tech,3.0,85.0,Arkansas,10.0,83.0,Texas Tech,1.0,2.0
2025,E8,4,Florida,1.0,84.0,Texas Tech,3.0,79.0,Florida,1.0,5.0
2025,F4,5,Duke,1.0,67.0,Houston,1.0,70.0,Houston,2.0,-3.0
2025,F4,5,Auburn,1.0,73.0,Florida,1.0,79.0,Florida,2.0,-6.0
2025,Championship,6,Houston,1.0,63.0,Florida,1.0,65.0,Florida,2.0,-2.0
